4.000000000000000, 0
4.000758500000000, 1
4.000814249999999, 0
4.001418000000000, 1
4.001462750000000, 0
4.002842999999999, 1
4.002902500000000, 0
4.002997124999999, 1
4.003050250000000, 0
4.003074499999999, 1
4.003089500000000, 0
4.003161875000000, 1
4.003188750000000, 0
4.003358250000000, 1
4.003406750000000, 0
4.003482875000000, 1
4.003548500000000, 0
4.003686249999999, 1
4.003722000000000, 0
4.003827999999999, 1
4.003883624999999, 0
4.003925375000000, 1
4.003944375000000, 0
4.003987500000000, 1
4.004039500000000, 0
4.004142750000000, 1
4.005309500000000, 0
4.005333250000000, 1
4.005921125000000, 0
4.005944749999999, 1
4.006643500000000, 0
4.006644625000000, 1
4.006711750000000, 0
4.006775625000000, 1
4.007156000000000, 0
4.007176125000000, 1
4.007477875000000, 0
4.007484125000000, 1
4.007579375000000, 0
4.007621625000000, 1
4.008050125000000, 0
4.008116125000000, 1
4.008298874999999, 0
4.008308749999999, 1
4.008407249999999, 0
4.008433624999999, 1
4.008456375000000, 0
4.008484875000000, 1
4.008518125000000, 0
4.008535875000000, 1
4.009184875000000, 0
4.009249625000000, 1
4.009437125000000, 0
4.009722625000000, 1
4.009780500000000, 0
4.009905125000000, 1
4.009930625000000, 0
4.009936625000000, 1
4.010049500000000, 0
4.011833875000000, 1
4.011852500000000, 0
4.012209250000000, 1
4.012255250000000, 0
4.012282750000000, 1
4.012306500000000, 0
4.012930500000000, 1
4.012970000000000, 0
4.013091624999999, 1
4.013142625000000, 0
4.013151250000000, 1
4.013197874999999, 0
4.013615750000000, 1
4.013648750000000, 0
4.014101500000000, 1
4.014125625000000, 0
4.014336375000000, 1
4.014398500000000, 0
4.014406750000000, 1
4.014528250000000, 0
4.014712500000000, 1
4.014915750000000, 0
4.014995499999999, 1
4.015053500000000, 0
4.015063125000000, 1
4.015131000000000, 0
4.015234625000000, 1
4.015326000000000, 0
4.015666500000000, 1
4.015686500000000, 0
4.015866625000000, 1
4.016571750000000, 0
4.016580500000000, 1
4.017408000000000, 0
4.017430125000000, 1
4.018529375000000, 0
4.018574750000000, 1
4.018718750000000, 0
4.018743750000000, 1
4.019217750000000, 0
4.019259750000000, 1
4.019318500000000, 0
4.019351500000000, 1
4.019358250000000, 0
4.019370625000000, 1
4.019423375000000, 0
4.019488000000000, 1
4.019749000000000, 0
4.019788125000000, 1
4.019814125000000, 0
4.019855250000000, 1
4.020262124999999, 0
4.020328500000000, 1
4.020349374999999, 0
4.020482250000000, 1
4.020741624999999, 0
4.020817624999999, 1
4.020954000000000, 0
4.021040125000000, 1
4.021168375000000, 0
4.021186624999999, 1
4.021340374999999, 0
4.021581250000000, 1
4.021624624999999, 0
4.021719000000000, 1
4.021753374999999, 0
4.024363875000000, 1
4.024408000000000, 0
4.024593250000000, 1
4.024603874999999, 0
4.025459125000000, 1
4.025477250000000, 0
4.025868375000000, 1
4.025984250000000, 0
4.026072249999999, 1
4.026134874999999, 0
4.026620750000000, 1
4.026754000000000, 0
4.026999625000000, 1
4.027037875000000, 0
4.027069125000000, 1
4.027112375000000, 0
4.027260125000000, 1
4.027400500000000, 0
4.027444249999999, 1
4.027521750000000, 0
4.027627499999999, 1
4.028975500000000, 0
4.028990750000000, 1
4.029054500000000, 0
4.029090125000000, 1
4.029351999999999, 0
4.029358500000000, 1
